pgs_id,trait,mode,metric,value,baseline_value,delta_vs_baseline,reduction,n_labeled_retained
PGS004840,T2D,flag,mean_sign_concordance_retained,0.6340348720550537,,,,383834.0
PGS004840,T2D,flag,weight_retained_frac,1.0,1.0,0.0,0.0,
PGS000018,T2D,random,mean_abs_delta_EUR,0.7508521592297135,0.7190071660432993,0.031844993186414206,-0.031844993186414206,
PGS000018,T2D,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS000018,T2D,random,median_I2_retained,0.0,,,,67812.0
PGS000018,T2D,random,mean_sign_concordance_retained,0.6300628185272217,,,,67812.0
PGS000018,T2D,random,weight_retained_frac,0.8998060408513378,1.0,-0.10019395914866225,0.10019395914866225,
PGS004696,CAD,random,mean_abs_delta_EUR,2.5537815847305114,2.5994430113029185,-0.04566142657240713,0.04566142657240713,
PGS004696,CAD,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS004696,CAD,random,median_I2_retained,0.0,,,,50725.0
PGS004696,CAD,random,mean_sign_concordance_retained,0.6270395517349243,,,,50725.0
PGS004696,CAD,random,weight_retained_frac,0.9005353970727966,1.0,-0.09946460292720338,0.09946460292720338,
PGS004698,CAD,random,mean_abs_delta_EUR,2.2766533418349093,2.287875058080976,-0.011221716246066826,0.011221716246066826,
PGS004698,CAD,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS004698,CAD,random,median_I2_retained,0.0,,,,35420.0
PGS004698,CAD,random,mean_sign_concordance_retained,0.6360174417495728,,,,35420.0
PGS004698,CAD,random,weight_retained_frac,0.8999993252525653,1.0,-0.10000067474743468,0.10000067474743468,
PGS003897,BMI,random,mean_abs_delta_EUR,0.37499578593031935,0.37614086305643446,-0.0011450771261151127,0.0011450771261151127,
PGS003897,BMI,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS003897,BMI,random,median_I2_retained,0.3677700459957123,,,,10927.0
PGS003897,BMI,random,mean_sign_concordance_retained,0.5610018968582153,,,,10927.0
PGS003897,BMI,random,weight_retained_frac,0.9035604367951217,1.0,-0.09643956320487834,0.09643956320487834,
PGS002853,LDL,random,mean_abs_delta_EUR,0.5373492960652553,0.45118847641173754,0.08616081965351774,-0.08616081965351774,
PGS002853,LDL,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS002853,LDL,random,median_I2_retained,0.04257473349571228,,,,403745.0
PGS002853,LDL,random,mean_sign_concordance_retained,0.5856522917747498,,,,403745.0
PGS002853,LDL,random,weight_retained_frac,0.9003091275816407,1.0,-0.09969087241835928,0.09969087241835928,
PGS002858,LDL,random,mean_abs_delta_EUR,0.5235271004004145,0.4849669332315403,0.038560167168874226,-0.038560167168874226,
PGS002858,LDL,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS002858,LDL,random,median_I2_retained,0.04173506796360016,,,,403894.0
PGS002858,LDL,random,mean_sign_concordance_retained,0.5857431292533875,,,,403894.0
PGS002858,LDL,random,weight_retained_frac,0.9000846443713868,1.0,-0.0999153556286132,0.0999153556286132,
PGS003092,BMI,random,mean_abs_delta_EUR,0.41686502739852804,0.3704443214771145,0.04642070592141356,-0.04642070592141356,
PGS003092,BMI,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS003092,BMI,random,median_I2_retained,0.16770640015602112,,,,823274.0
PGS003092,BMI,random,mean_sign_concordance_retained,0.579717218875885,,,,823274.0
PGS003092,BMI,random,weight_retained_frac,0.9005322214971303,1.0,-0.0994677785028697,0.0994677785028697,
PGS000014,CAD,random,mean_abs_delta_EUR,2.1658205161109088,2.5558140597276946,-0.38999354361678584,0.38999354361678584,
PGS000014,CAD,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS000014,CAD,random,median_I2_retained,0.0,,,,246854.0
PGS000014,CAD,random,mean_sign_concordance_retained,0.6196386814117432,,,,246854.0
PGS000014,CAD,random,weight_retained_frac,0.8997438282199097,1.0,-0.10025617178009028,0.10025617178009028,
PGS004840,T2D,random,mean_abs_delta_EUR,1.1697230848067992,1.2107554439711516,-0.04103235916435244,0.04103235916435244,
PGS004840,T2D,random,kendall_w,0.03209876543209877,0.01728395061728395,0.014814814814814819,-0.014814814814814819,
PGS004840,T2D,random,median_I2_retained,0.0,,,,345233.0
PGS004840,T2D,random,mean_sign_concordance_retained,0.633952796459198,,,,345233.0
PGS004840,T2D,random,weight_retained_frac,0.9002541921227002,1.0,-0.09974580787729981,0.09974580787729981,
PGS000018,T2D,fst,mean_abs_delta_EUR,0.29041553474812154,0.7190071660432993,-0.42859163129517774,0.42859163129517774,
PGS000018,T2D,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS000018,T2D,fst,median_I2_retained,0.0,,,,62236.0
PGS000018,T2D,fst,mean_sign_concordance_retained,0.6306596398353577,,,,62236.0
PGS000018,T2D,fst,weight_retained_frac,0.9242933516834279,1.0,-0.07570664831657214,0.07570664831657214,
PGS004696,CAD,fst,mean_abs_delta_EUR,1.9946709990985778,2.5994430113029185,-0.6047720122043407,0.6047720122043407,
PGS004696,CAD,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS004696,CAD,fst,median_I2_retained,0.0,,,,49681.0
PGS004696,CAD,fst,mean_sign_concordance_retained,0.627112627029419,,,,49681.0
PGS004696,CAD,fst,weight_retained_frac,0.9085832005298291,1.0,-0.0914167994701709,0.0914167994701709,
PGS004698,CAD,fst,mean_abs_delta_EUR,1.5550400580610955,2.287875058080976,-0.7328350000198807,0.7328350000198807,
PGS004698,CAD,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS004698,CAD,fst,median_I2_retained,0.0,,,,33302.0
PGS004698,CAD,fst,mean_sign_concordance_retained,0.6377736330032349,,,,33302.0
PGS004698,CAD,fst,weight_retained_frac,0.9567156730713396,1.0,-0.043284326928660355,0.043284326928660355,
PGS003897,BMI,fst,mean_abs_delta_EUR,0.5004323973777532,0.37614086305643446,0.12429153432131879,-0.12429153432131879,
PGS003897,BMI,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS003897,BMI,fst,median_I2_retained,0.3634168803691864,,,,10695.0
PGS003897,BMI,fst,mean_sign_concordance_retained,0.5615654587745667,,,,10695.0
PGS003897,BMI,fst,weight_retained_frac,0.8987069950741312,1.0,-0.10129300492586879,0.10129300492586879,
PGS002853,LDL,fst,mean_abs_delta_EUR,0.25590782863498573,0.45118847641173754,-0.1952806477767518,0.1952806477767518,
PGS002853,LDL,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS002853,LDL,fst,median_I2_retained,0.014574390836060047,,,,389967.0
PGS002853,LDL,fst,mean_sign_concordance_retained,0.5888322591781616,,,,389967.0
PGS002853,LDL,fst,weight_retained_frac,0.9411566617904986,1.0,-0.058843338209501383,0.058843338209501383,
PGS002858,LDL,fst,mean_abs_delta_EUR,0.30181802343190345,0.4849669332315403,-0.18314890979963683,0.18314890979963683,
PGS002858,LDL,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS002858,LDL,fst,median_I2_retained,0.014586592093110085,,,,389968.0
PGS002858,LDL,fst,mean_sign_concordance_retained,0.5888323783874512,,,,389968.0
PGS002858,LDL,fst,weight_retained_frac,0.9411953710662048,1.0,-0.05880462893379523,0.05880462893379523,
PGS003092,BMI,fst,mean_abs_delta_EUR,0.4426774703549451,0.3704443214771145,0.07223314887783061,-0.07223314887783061,
PGS003092,BMI,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS003092,BMI,fst,median_I2_retained,0.14861449599266052,,,,789399.0
PGS003092,BMI,fst,mean_sign_concordance_retained,0.5821205973625183,,,,789399.0
PGS003092,BMI,fst,weight_retained_frac,0.9383391716265651,1.0,-0.061660828373434895,0.061660828373434895,
PGS000014,CAD,fst,mean_abs_delta_EUR,1.360671018704772,2.5558140597276946,-1.1951430410229227,1.1951430410229227,
PGS000014,CAD,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS000014,CAD,fst,median_I2_retained,0.0,,,,237882.0
PGS000014,CAD,fst,mean_sign_concordance_retained,0.6186790466308594,,,,237882.0
PGS000014,CAD,fst,weight_retained_frac,0.9149716885766715,1.0,-0.08502831142332845,0.08502831142332845,
PGS004840,T2D,fst,mean_abs_delta_EUR,0.574026967931599,1.2107554439711516,-0.6367284760395526,0.6367284760395526,
PGS004840,T2D,fst,kendall_w,0.009876543209876543,0.01728395061728395,-0.007407407407407406,0.007407407407407406,
PGS004840,T2D,fst,median_I2_retained,0.0,,,,331251.0
PGS004840,T2D,fst,mean_sign_concordance_retained,0.6345765590667725,,,,331251.0
PGS004840,T2D,fst,weight_retained_frac,0.8860657250721149,1.0,-0.1139342749278851,0.1139342749278851,
PGS000018,T2D,ld,mean_abs_delta_EUR,0.9497956112280734,0.7190071660432993,0.23078844518477415,-0.23078844518477415,
PGS000018,T2D,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS000018,T2D,ld,median_I2_retained,0.0,,,,56471.0
PGS000018,T2D,ld,mean_sign_concordance_retained,0.6306197047233582,,,,56471.0
PGS000018,T2D,ld,weight_retained_frac,0.9279235704978079,1.0,-0.07207642950219206,0.07207642950219206,
PGS004696,CAD,ld,mean_abs_delta_EUR,2.50676739396377,2.5994430113029185,-0.09267561733914853,0.09267561733914853,
PGS004696,CAD,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS004696,CAD,ld,median_I2_retained,0.0,,,,43540.0
PGS004696,CAD,ld,mean_sign_concordance_retained,0.6311215162277222,,,,43540.0
PGS004696,CAD,ld,weight_retained_frac,0.95476764437647,1.0,-0.04523235562353001,0.04523235562353001,
PGS004698,CAD,ld,mean_abs_delta_EUR,2.421230629053769,2.287875058080976,0.13335557097279294,-0.13335557097279294,
PGS004698,CAD,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS004698,CAD,ld,median_I2_retained,0.0,,,,28686.0
PGS004698,CAD,ld,mean_sign_concordance_retained,0.6422721743583679,,,,28686.0
PGS004698,CAD,ld,weight_retained_frac,0.9690885863820772,1.0,-0.030911413617922823,0.030911413617922823,
PGS003897,BMI,ld,mean_abs_delta_EUR,0.21195855491076693,0.37614086305643446,-0.16418230814566753,0.16418230814566753,
PGS003897,BMI,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS003897,BMI,ld,median_I2_retained,0.3359203338623047,,,,10209.0
PGS003897,BMI,ld,mean_sign_concordance_retained,0.5624333620071411,,,,10209.0
PGS003897,BMI,ld,weight_retained_frac,0.8881303385918328,1.0,-0.11186966140816723,0.11186966140816723,
PGS002853,LDL,ld,mean_abs_delta_EUR,0.5675760358680938,0.45118847641173754,0.11638755945635626,-0.11638755945635626,
PGS002853,LDL,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS002853,LDL,ld,median_I2_retained,0.0,,,,354425.0
PGS002853,LDL,ld,mean_sign_concordance_retained,0.5936856269836426,,,,354425.0
PGS002853,LDL,ld,weight_retained_frac,0.9678098605914297,1.0,-0.032190139408570295,0.032190139408570295,
PGS002858,LDL,ld,mean_abs_delta_EUR,0.5772963231029887,0.4849669332315403,0.09232938987144845,-0.09232938987144845,
PGS002858,LDL,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS002858,LDL,ld,median_I2_retained,0.0,,,,354427.0
PGS002858,LDL,ld,mean_sign_concordance_retained,0.5936854481697083,,,,354427.0
PGS002858,LDL,ld,weight_retained_frac,0.9680592762168595,1.0,-0.0319407237831405,0.0319407237831405,
PGS003092,BMI,ld,mean_abs_delta_EUR,0.5734742966209163,0.3704443214771145,0.20302997514380183,-0.20302997514380183,
PGS003092,BMI,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS003092,BMI,ld,median_I2_retained,0.11250714212656021,,,,713488.0
PGS003092,BMI,ld,mean_sign_concordance_retained,0.5845974683761597,,,,713488.0
PGS003092,BMI,ld,weight_retained_frac,0.9612061987337135,1.0,-0.03879380126628651,0.03879380126628651,
PGS000014,CAD,ld,mean_abs_delta_EUR,1.9710503916960662,2.5558140597276946,-0.5847636680316284,0.5847636680316284,
PGS000014,CAD,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS000014,CAD,ld,median_I2_retained,0.0,,,,215032.0
PGS000014,CAD,ld,mean_sign_concordance_retained,0.6225090622901917,,,,215032.0
PGS000014,CAD,ld,weight_retained_frac,0.9381605321466409,1.0,-0.06183946785335914,0.06183946785335914,
PGS004840,T2D,ld,mean_abs_delta_EUR,1.235827881325694,1.2107554439711516,0.025072437354542343,-0.025072437354542343,
PGS004840,T2D,ld,kendall_w,0.01728395061728395,0.01728395061728395,0.0,0.0,
PGS004840,T2D,ld,median_I2_retained,0.0,,,,294797.0
PGS004840,T2D,ld,mean_sign_concordance_retained,0.6311706900596619,,,,294797.0
PGS004840,T2D,ld,weight_retained_frac,0.947207419499796,1.0,-0.05279258050020397,0.05279258050020397,
PGS000018,T2D,maf,mean_abs_delta_EUR,0.5885403231096376,0.7190071660432993,-0.13046684293366173,0.13046684293366173,
PGS000018,T2D,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS000018,T2D,maf,median_I2_retained,0.0,,,,70499.0
PGS000018,T2D,maf,mean_sign_concordance_retained,0.6275638341903687,,,,70499.0
PGS000018,T2D,maf,weight_retained_frac,0.8192400607585802,1.0,-0.18075993924141975,0.18075993924141975,
PGS004696,CAD,maf,mean_abs_delta_EUR,2.6769777005810207,2.5994430113029185,0.07753468927810214,-0.07753468927810214,
PGS004696,CAD,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS004696,CAD,maf,median_I2_retained,0.0041775829158723354,,,,52446.0
PGS004696,CAD,maf,mean_sign_concordance_retained,0.6228765249252319,,,,52446.0
PGS004696,CAD,maf,weight_retained_frac,0.6777877516191556,1.0,-0.3222122483808444,0.3222122483808444,
PGS004698,CAD,maf,mean_abs_delta_EUR,2.551336169268542,2.287875058080976,0.26346111118756577,-0.26346111118756577,
PGS004698,CAD,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS004698,CAD,maf,median_I2_retained,0.0,,,,37504.0
PGS004698,CAD,maf,mean_sign_concordance_retained,0.6297440528869629,,,,37504.0
PGS004698,CAD,maf,weight_retained_frac,0.8100043422643902,1.0,-0.18999565773560978,0.18999565773560978,
PGS003897,BMI,maf,mean_abs_delta_EUR,0.4642302846214815,0.37614086305643446,0.08808942156504707,-0.08808942156504707,
PGS003897,BMI,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS003897,BMI,maf,median_I2_retained,0.3738243579864502,,,,10514.0
PGS003897,BMI,maf,mean_sign_concordance_retained,0.5610755085945129,,,,10514.0
PGS003897,BMI,maf,weight_retained_frac,0.8882892971896004,1.0,-0.11171070281039963,0.11171070281039963,
PGS002853,LDL,maf,mean_abs_delta_EUR,0.4476972098734622,0.45118847641173754,-0.0034912665382753616,0.0034912665382753616,
PGS002853,LDL,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS002853,LDL,maf,median_I2_retained,0.08664155006408691,,,,402600.0
PGS002853,LDL,maf,mean_sign_concordance_retained,0.5723915100097656,,,,402600.0
PGS002853,LDL,maf,weight_retained_frac,0.7496943364794824,1.0,-0.25030566352051764,0.25030566352051764,
PGS002858,LDL,maf,mean_abs_delta_EUR,0.4440889025363312,0.4849669332315403,-0.04087803069520907,0.04087803069520907,
PGS002858,LDL,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS002858,LDL,maf,median_I2_retained,0.08637289702892303,,,,402607.0
PGS002858,LDL,maf,mean_sign_concordance_retained,0.572364091873169,,,,402607.0
PGS002858,LDL,maf,weight_retained_frac,0.7491496915365252,1.0,-0.2508503084634748,0.2508503084634748,
PGS003092,BMI,maf,mean_abs_delta_EUR,0.5645645804366023,0.3704443214771145,0.1941202589594878,-0.1941202589594878,
PGS003092,BMI,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS003092,BMI,maf,median_I2_retained,0.19905751943588257,,,,846794.0
PGS003092,BMI,maf,mean_sign_concordance_retained,0.5699383616447449,,,,846794.0
PGS003092,BMI,maf,weight_retained_frac,0.7279014780000809,1.0,-0.27209852199991913,0.27209852199991913,
PGS000014,CAD,maf,mean_abs_delta_EUR,1.793857410568939,2.5558140597276946,-0.7619566491587555,0.7619566491587555,
PGS000014,CAD,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS000014,CAD,maf,median_I2_retained,0.0,,,,256925.0
PGS000014,CAD,maf,mean_sign_concordance_retained,0.6186088919639587,,,,256925.0
PGS000014,CAD,maf,weight_retained_frac,0.7858597750049717,1.0,-0.21414022499502827,0.21414022499502827,
PGS004840,T2D,maf,mean_abs_delta_EUR,1.0348482042757852,1.2107554439711516,-0.17590723969536648,0.17590723969536648,
PGS004840,T2D,maf,kendall_w,0.012345679012345678,0.01728395061728395,-0.004938271604938271,0.004938271604938271,
PGS004840,T2D,maf,median_I2_retained,0.0,,,,365423.0
PGS004840,T2D,maf,mean_sign_concordance_retained,0.6328692436218262,,,,365423.0
PGS004840,T2D,maf,weight_retained_frac,0.8716448016377553,1.0,-0.12835519836224474,0.12835519836224474,
